EEG_Channel_0,EEG_Channel_1,EEG_Channel_2,EEG_Channel_3,EEG_Channel_4,EEG_Channel_5,EEG_Channel_6,EEG_Channel_7
-15029.73765489312,2934.672288259541,4707.1879753098465,2242.34935550086,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15152.247566252658,2869.6510636390526,4566.863723619428,2190.314494408905,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15251.846939545507,2888.024197581315,4454.16622807577,2181.0385204599525,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15133.360342187923,2962.924893251049,4583.024034860616,2238.2589862655386,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15027.681294403232,2941.757791251873,4707.702065432318,2247.981995103597,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15128.912345041317,2868.6228833941086,4594.24461057718,2196.5506311119357,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15251.913994778872,2877.09419454267,4452.445143752711,2177.596351813835,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15162.372906490911,2952.4195733570546,4550.658708889331,2231.575814673402,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15032.106939805382,2950.027936700337,4705.511594475698,2255.7827539184996,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15102.47023135069,2882.4586132119434,4624.710038269763,2208.3970556732484,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15244.090884219515,2869.6510636390526,4465.8785421703515,2176.702282035623,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15194.872342928928,2933.8005702257838,4521.4673306306995,2215.8401865768656,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15041.762893410076,2962.008471728381,4695.945047848827,2255.1345533292956,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15077.36922232738,2891.734587160896,4659.087021242025,2214.409674931726,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15223.549631065087,2865.5159909148206,4488.811431981496,2177.7304622805673,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15217.53701180661,2926.6927154889963,4497.506260574611,2205.670142849701,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15055.665678461275,2972.536143366831,4673.1462685044135,2260.7224894431224,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15051.68706794823,2909.3254100472227,4676.4319749393435,2230.8829105952873,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15202.069604643537,2865.672453126008,4510.157347936314,2184.1007094503298,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15232.982067225226,2912.186433337502,4472.718175973675,2200.216317202606,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15077.123353138371,2967.1270212086465,4650.638061837919,2256.8779893968094,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15043.707495177687,2915.5838984947086,4696.794414138129,2234.794465874966,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15180.343709032979,2866.8123920932285,4538.029973272082,2185.9782559845753,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15246.773093554151,2900.6752849430186,4461.162324090281,2189.24161067505,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15102.872562750885,2968.7810502983393,4618.29508761109,2249.3678032598264,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15027.502480447589,2935.1863783820127,4703.656399685908,2245.568006702424,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15147.866624339418,2871.729775873396,4567.087241063981,2195.857727033821,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15249.567061611066,2889.342950504178,4452.0875158414265,2184.9724274840864,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15133.539156143566,2963.304872906789,4587.829659918507,2244.5845299463904,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15024.64145715731,2946.474009331943,4714.496995746732,2252.429992250203,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15120.776310059586,2877.47417419841,4602.693569981286,2199.4563578911257,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15246.616631342964,2878.9046858435495,4461.4528967682,2178.602180314324,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15165.546854203565,2946.183436654024,4557.833618859484,2225.8984715817537,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15032.039884572016,2956.3981838700993,4708.149100321424,2252.5864544613905,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15100.36916737189,2881.1622120335355,4630.521491828143,2205.178404471684,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15241.92276500735,2869.4946014278653,4472.025271895561,2175.4505843461257,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15191.43017428281,2937.3992010830884,4528.239909200658,2217.6506778777457,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15038.20896604168,2968.7139950649735,4700.6165624399855,2257.3920795192817,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15071.64717574682,2900.250601798368,4661.702175343296,2214.9461167986533,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15221.53797406411,2868.3770142051,4492.924152961273,2176.1434884242403,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15216.419424583844,2921.4624072864544,4501.283705387557,2204.798424815944,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15055.062181360983,2969.116326465169,4682.265780242179,2255.380422518304,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15055.553919738999,2906.4196832680327,4679.337701718534,2223.2386139915725,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15199.05211914207,2866.0971362706587,4504.167080422292,2182.2008111716286,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15228.936401478817,2915.248622327879,4472.941693418228,2196.416520645204,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15077.212760116192,2972.536143366831,4652.090925227514,2254.307538784449,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15039.460663731179,2918.8696049296386,4699.744844406229,2232.827512362899,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15178.24264505418,2865.672453126008,4544.735496608674,2182.2902181494496,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15248.561233110577,2895.7802529073065,4462.972815391161,2184.8830205062654,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15102.492583095145,2966.7246898084513,4621.804311490573,2245.277434024505,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15026.07196880245,2934.8511022151833,4709.221984055279,2239.153056043751,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15145.787912105074,2873.786136363284,4570.954092854749,2190.1133287088073,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15247.086017976526,2890.4605377269436,4457.809562421985,2181.485555349059,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15129.314676441512,2962.1649339395685,4591.517697753632,2238.1025240543513,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15021.892192589306,2947.4798378324317,4714.608754469008,2246.663242180734,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15120.597496103943,2877.764746876329,4599.318456568534,2197.154128212229,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15245.409637142378,2880.7598806333403,4459.173018833759,2176.568171568891,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15158.684868655786,2954.408878613577,4557.632453159386,2229.5641576724242,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15023.523869934545,2959.1921519270127,4710.160757322402,2256.319195785427,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15093.216609146191,2885.5208022023207,4636.824683764539,2207.05595100593,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15232.95971548077,2876.021310808815,4471.332367817446,2175.919970979687,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15187.451563769766,2942.2271778854347,4523.27782193158,2214.4543784206367,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15034.275059017547,2972.8043643002948,4697.219097282779,2253.5922829618794,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15067.467399533678,2900.1388430760912,4659.601111364497,2213.180328986684,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15218.654599029374,2868.6228833941086,4488.967894192683,2173.8412587453436,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15212.418462326345,2926.0445148997924,4498.579144308465,2204.351389926838,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15052.715248193175,2971.798535799806,4678.443631940321,2253.63698645079,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15048.960155124683,2914.175738594024,4684.366844220977,2220.9363843126757,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15199.208581353258,2867.952331060449,4517.198147439736,2176.0093779575086,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15236.15601493788,2908.1407675910914,4479.714271988186,2190.67212232019,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15077.88331244985,2971.4185561440654,4655.130762473436,2249.568968959924,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15034.990314840117,2927.3409160782003,4703.522289219176,2231.374648973304,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15177.035650853593,2867.7288136158963,4544.288461719569,2180.85970650431,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15247.041314487615,2900.0047326093595,4462.279911313047,2183.743081539045,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15107.499373853134,2969.0716229762584,4622.139587657402,2242.148189800762,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15028.038922314516,2935.7898754823063,4714.2958300466335,2241.120009555818,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15148.38071446189,2869.6734153835077,4572.1834387997915,2190.4486048756366,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15251.735180823229,2890.95227610496,4459.374184533856,2177.596351813835,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15134.634391621876,2963.8636665181716,4591.584752986998,2237.051992064952,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15024.820271112952,2951.72666927894,4715.726341691773,2247.222035792117,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15122.497394382644,2881.2963225002677,4607.320381083534,2195.477747378081,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15248.15890171038,2880.670473655519,4463.621015980365,2175.338825623849,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15165.010412336638,2952.017241956859,4559.800572371551,2226.1666925152176,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15028.597715925898,2962.4778583619427,4713.692332946341,2252.92173062822,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15094.065975435493,2895.579087207209,4634.835378508017,2207.3688754283044,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15235.619573070953,2882.346854489667,4471.779402706552,2175.830564001866,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15188.05506087006,2947.122209921147,4526.94350802225,2217.6506778777457,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15036.26436427407,2970.3233206657555,4698.202574038813,2257.0344516079967,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15069.970794912673,2899.311828531245,4660.741050331718,2214.1861574871727,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15217.87228797344,2876.8706770981166,4492.566525049988,2177.9763314695756,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15213.87132571594,2932.8617969586608,4498.422682097278,2206.161881227718,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15056.358582539391,2977.2523614469005,4680.142364518924,2256.699175441167,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15052.871710404363,2916.120340361636,4688.59132392303,2223.9538698141423,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15200.840258698496,2875.2613514973345,4517.868699773396,2177.596351813835,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15232.982067225226,2922.0435526422925,4477.4567457982,2194.9636572556087,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15073.636481003343,2984.0919952502245,4655.644852595908,2254.4863527400917,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15032.889250861319,2937.7791807388285,4701.823556640573,2234.8168176194213,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15173.593482207476,2883.1291655456025,4541.807418085029,2185.352407139827,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15243.755608052685,2910.0406658697925,4460.804696178996,2187.408767629715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15100.525629583077,2980.5157161373754,4618.630363777919,2247.8478846368653,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15021.959247822673,2948.038631443814,4709.98194336676,2246.1268003138066,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15143.776255104096,2883.933828345994,4571.803459144051,2197.1988317011396,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15246.057837731581,2897.7472064193735,4455.842608909918,2184.279523405972,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15130.320504942001,2972.3349776667333,4587.04734886257,2241.768210145022,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15023.21094551217,2960.9132362500713,4712.59709746803,2252.0276608500076,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15119.636371092365,2891.689883671985,4599.497270524177,2201.2668491920053,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15243.465035374766,2895.914363374038,4460.3576612898905,2181.172630926684,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15159.556586689543,2964.1989426850014,4556.738383381175,2230.8829105952873,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15023.30035248999,2975.084242234736,4711.680675945363,2258.2637975530383,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15090.981434700661,2896.76372966334,4640.132741943925,2210.989858030064,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15233.697323047796,2881.0951568001697,4476.652082997809,2179.898581492732,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15186.691604458287,2951.4137448565657,4528.105798733926,2218.701209867145,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15033.358637494879,2977.721748080462,4700.124824061969,2256.699175441167,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15066.55097801101,2907.760787935351,4664.607902122486,2215.9742970435973,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15216.687645517308,2878.278836998801,4496.701597774219,2175.897619235232,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15211.47968905922,2936.4157243270547,4503.742397277641,2204.574907371391,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15053.02817261555,2984.3602161836884,4682.466945942277,2254.464000995636,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15049.854224902896,2917.3273345622224,4690.714739646285,2222.925689569198,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15198.225104597224,2875.6189794086195,4526.205900455225,2178.6468838032347,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15232.95971548077,2921.954145664471,4486.039815669038,2193.533145610469,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15076.855132204908,2981.1192132376686,4661.6351201099305,2251.3571085163485,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15033.716265406165,2932.504169047376,4708.417321254888,2233.3863059742816,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15172.721764173719,2879.99992132186,4550.144618766859,2183.832488516866,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15245.387285397923,2903.8045291667618,4469.812449194485,2184.391282128249,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
