EEG_Channel_0,EEG_Channel_1,EEG_Channel_2,EEG_Channel_3,EEG_Channel_4,EEG_Channel_5,EEG_Channel_6,EEG_Channel_7
-15219.63807578541,2883.28562775679,4603.140604870392,2187.341712396349,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15060.672469219266,2930.5595672797645,4782.46865063532,2237.0072885760414,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15046.680277190242,2869.7181188724185,4797.310208953644,2208.2629452065166,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15196.973406907728,2823.60647006112,4627.34754411549,2162.4418690731372,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15239.039389972615,2863.99607229186,4577.570209213521,2176.702282035623,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15081.928978196262,2928.9949451678926,4751.980871198281,2234.4591897081364,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15032.464567716666,2883.66560741253,4811.682380638406,2215.1472824987513,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15169.771333905619,2826.7804177737735,4655.667204340363,2166.7557557530113,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15248.337715666023,2859.0116332783264,4570.395299243367,2168.14156390924,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15110.159231443315,2922.5576427647643,4722.096588861536,2225.786712859477,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15028.35184673689,2888.314770259234,4818.052627808169,2220.9810878015865,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15142.189281247769,2826.9815834738715,4684.523306432165,2171.2708081329833,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15251.131683722937,2845.5558831162316,4565.4332119742885,2161.6595580172016,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15135.684923611276,2920.9036136750715,4695.006274581704,2217.96360230012,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15023.680332145732,2908.4760437579207,4821.450092965376,2229.0053640610413,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15113.489641367156,2839.4538568799326,4720.2190423272905,2180.2562094040168,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15249.723523822251,2830.468455608899,4567.288406764079,2156.0045666700084,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15174.755772919152,2901.189375065491,4652.87323628345,2204.0831689933743,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15031.391683982813,2912.275840315323,4811.123587027024,2232.626346662801,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15091.473173078677,2840.280871424779,4746.236472873267,2185.7547385400226,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15240.916936506861,2821.2371851488574,4577.078470835504,2152.383584068249,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15201.91314243235,2885.789023135784,4622.854843479972,2191.275619420483,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15046.188538812226,2914.443959527488,4802.071130522625,2232.224015262606,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15073.390611814335,2847.701650583941,4776.433679632388,2191.4991368650362,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15225.024846199138,2812.542356555743,4597.3067995675565,2153.702336991112,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15222.92378222034,2870.701595628452,4594.445776277277,2181.9325902381647,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15064.449914032211,2921.1047793751695,4773.974987742304,2231.4864076955805,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15054.16811158277,2858.855171067139,4790.157650727946,2204.1278724822846,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15202.449584299278,2811.5588797997093,4618.742122500196,2158.9102934491984,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15241.855709773983,2855.904740799039,4574.262151034135,2172.0978226778298,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15088.478039321666,2916.097988617181,4749.209254885824,2229.050067549952,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15040.891175376319,2868.600531649653,4805.088616024091,2210.0063812740304,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15178.667328198831,2807.066179164193,4651.465076382766,2160.8101917278996,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15261.413486172378,2837.643365579053,4561.3204909945125,2158.7538312380116,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15119.859888536917,2912.2311368264127,4717.603888226019,2217.315401710916,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15035.191480540214,2882.3915579785776,4815.303363240167,2214.7896545874664,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15155.71208664323,2813.7046472674187,4677.616617395475,2163.291235362439,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15264.989765285227,2825.998106717838,4556.872493847906,2152.7188602350784,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15148.537176673077,2901.5470029767757,4684.5903616655305,2208.0394277619635,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15034.02918982854,2890.3264272602114,4816.66681965194,2219.595279645357,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15129.359379930424,2818.4655688363996,4702.40470199641,2169.147392409729,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15261.815817572573,2818.51027232531,4555.464333947222,2146.0803921318525,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15183.651767212365,2887.9347906034936,4645.653622824386,2196.2600584340166,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15039.907698620285,2900.0047326093595,4805.178023001912,2225.5184919260137,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15099.69861503823,2827.316859640701,4737.675754746885,2179.160973925707,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15248.963564510772,2813.4140745895,4568.785973642584,2145.8568746872993,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15207.00934016816,2878.7482236323626,4617.222203877235,2186.0676629623968,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15050.83770165893,2909.1018926026695,4794.829165319105,2226.5913756598684,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15074.59760601492,2849.378031418089,4762.5979498145525,2188.213430430106,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15227.416482855855,2815.1128071681032,4594.646941977375,2150.6624997451904,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15228.981104967726,2870.3886712060776,4594.088148365992,2177.9763314695756,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15068.473228034167,2921.8423869421945,4770.398708629455,2229.340640227871,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15056.023306372561,2862.967892046916,4785.419080903421,2199.121081724296,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15203.142488377393,2818.0185339472932,4619.077398667026,2153.210598613095,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15244.91789876436,2860.0174617788152,4569.680043420797,2166.6887005196454,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15085.974643942673,2921.574166008731,4744.940071694859,2225.540843670469,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15036.040846829517,2876.4236422090107,4802.384054944999,2209.2017184736396,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15174.889883385884,2819.7843217592626,4645.184236190825,2160.921950450176,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15252.718657579264,2848.416906406511,4558.682985148786,2162.28540686195,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15113.891972767351,2920.344820063689,4712.664152701396,2220.0646662789186,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15028.932992092728,2888.4265289815103,4809.491909681787,2215.8178348324104,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15153.365153475423,2818.8455484921396,4683.070443042569,2163.0006626845197,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15261.480541405743,2838.7386010573628,4555.777258369596,2154.417592813682,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15137.406007934334,2918.467273529443,4672.743937104218,2213.113273753318,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15014.650227385788,2909.3254100472227,4801.646447377974,2226.3008029819493,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15110.203934932226,2837.6210138345973,4695.967399593282,2175.584694812858,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15240.49225336221,2837.2410341788573,4543.394391941356,2155.8928079477323,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15160.76358089013,2912.6111164821527,4633.874253496439,2205.7819015719774,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15019.969942566151,2923.7422852208956,4796.125566497513,2230.34646872836,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15080.789039229041,2853.1778279754913,4726.052847630125,2186.0676629623968,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15227.260020644668,2833.731810299374,4562.2592642616355,2154.059964902397,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15187.71978470323,2901.3905407655884,4606.202793860769,2193.6896078216564,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15031.369332238357,2932.9065004475715,4782.312188424134,2234.8168176194213,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15059.17490234076,2863.8396100806726,4753.813714243617,2193.9131252662096,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15211.233819870213,2827.808598018718,4582.174668571314,2156.5857120258465,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15211.703206503775,2884.7384911463846,4577.3466917689675,2181.418500115693,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15050.569480725466,2933.7111632479628,4759.178132912891,2231.5534629289464,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15038.343076508412,2877.407118965044,4774.958464498337,2203.1667474707065,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15185.685775957798,2831.5860428316646,4604.928744426817,2159.2008661271175,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15230.67983754633,2875.8648485976278,4555.240816502669,2173.215409900595,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15073.36826006988,2939.7014307619847,4728.757408709217,2231.888739095776,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15021.981599567129,2895.3555697626557,4788.61538036053,2215.2590412210275,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15161.456484968245,2831.6083945761197,4633.047238951593,2165.794630741433,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15240.358142895479,2858.9222263005054,4545.249586731146,2166.152258652718,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15102.827859261974,2930.2019393684795,4700.035417084148,2224.0432767919633,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15013.68910237421,2905.4809100009097,4796.550249642164,2222.9703930581086,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15129.85111830844,2842.091362725659,4665.725489345252,2173.9753692120757,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15239.73229405073,2855.904740799039,4545.987194298172,2162.8218487288773,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15126.386597917868,2932.9065004475715,4674.263855727178,2219.192948245162,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15009.73284360562,2921.060075886259,4800.417101432932,2230.659393150734,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15104.593647073943,2846.5617116167205,4698.649608927919,2181.150279182229,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15236.111311448969,2847.433429650477,4553.072697290504,2159.4914388050365,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15158.99779307816,2920.791854952795,4641.943233244805,2207.637096361768,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15019.679369888232,2931.140712635602,4798.763072343239,2233.922747841209,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15079.291472350536,2859.928054800994,4732.89248143345,2188.7498722970336,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15226.768282266652,2844.3265371711896,4563.645072417864,2156.8986364482207,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15188.211523081247,2905.995000123382,4606.940401427794,2195.9694857560976,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15034.02918982854,2934.538177792809,4781.127545968002,2237.700192654156,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15059.21960582967,2865.024252536804,4753.634900287974,2195.9024305227317,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15214.765395494152,2828.0321154632707,4578.956017369749,2152.9870811685423,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15211.30087510358,2890.5946481936753,4576.4079185018445,2181.820831515888,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15048.133140579837,2940.930776707027,4760.698051535851,2233.699230396656,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15042.92518412175,2879.99992132186,4773.304435408644,2202.8538230483323,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15189.463220770744,2835.899929511539,4606.314552583045,2158.217389371084,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15230.076340446038,2875.4625171974326,4562.393374728367,2172.2095814001063,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15074.17292287027,2938.6508987725856,4737.27342334669,2230.4805791950917,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15021.489861189111,2894.1262238176137,4791.275237950711,2213.381494686782,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15160.942394845772,2834.1341416995697,4633.158997673869,2163.581808040358,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15243.01800048566,2859.5927786341645,4543.684964619275,2161.547799294925,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15103.90074299583,2932.727686491929,4697.800242638617,2220.601108145846,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15017.712416376164,2906.3302762902113,4796.8184705756275,2218.477692422592,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15134.276763710592,2837.866883023606,4661.031623009637,2168.990930198542,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15246.281355176134,2852.261406452824,4537.962918038716,2157.3009678484163,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15130.700484597743,2925.373962566133,4668.54180914662,2211.6827621081784,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15014.985503552618,2915.181567094513,4796.080863008602,2225.473788437103,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15109.868658765396,2843.499522626343,4689.731262890251,2176.5234680799804,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15243.375628396945,2840.929072013983,4540.511016906621,2155.9151596921874,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15162.305851257546,2915.9415264059935,4626.967564459749,2207.6594481062234,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15019.679369888232,2928.43615155651,4786.938999526382,2232.5592914294352,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15083.717117752687,2853.4907523978654,4715.301658547122,2184.14541293924,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15232.758549780674,2831.6530980650305,4552.133924023381,2153.3223573353716,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15192.10072661647,2900.116491331636,4596.524488511621,2192.3037996654275,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15034.54327995101,2935.655765015574,4768.699976050852,2230.7935036174663,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15062.728829709153,2868.0864415271813,4739.441542558854,2189.7557007975224,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15215.860630972462,2834.7823422887736,4568.316587009023,2153.143543379729,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15213.848973971484,2895.7579011628513,4569.992967843172,2182.536087338458,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15045.83091090094,2945.5799395537306,4755.199522399846,2233.7439338855665,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15037.69487591921,2878.7482236323626,4767.604740572541,2201.356256169827,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15187.406860280857,2839.0962289686477,4600.257229835657,2158.5973690268243,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15231.283334646623,2876.8036218647508,4550.323432722501,2171.695491277634,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15075.379917070857,2939.835541228717,4727.036324386158,2229.0947710388627,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15021.06517804446,2896.540212218787,4784.23443844729,2213.6273638757903,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15157.790798877573,2839.0962289686477,4626.274660381635,2164.3417673518384,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15237.698285305296,2868.019386293815,4539.549891895043,2163.447697573626,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15103.319597639991,2935.119323148647,4692.54758269162,2220.511701168025,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15017.935933820718,2908.8783751581163,4789.71061583884,2219.0588377784297,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15138.322429457,2838.0680487237037,4656.717736329762,2169.8849999767544,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15247.734218565729,2849.668604096008,4533.827845314485,2160.0725841608746,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15131.996885776149,2924.3681340656444,4660.919864287361,2215.326096454394,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15014.627875641332,2915.2262705834237,4791.945790284371,2225.0714570369073,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15109.645141320843,2845.4217726495,4687.6972541448185,2175.0035494570197,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15242.30274466309,2840.213816191413,4537.13590349387,2152.5847497683467,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15162.57407219101,2912.275840315323,4633.874253496439,2201.982105014575,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15021.73573037812,2924.4575410434654,4791.744624584273,2230.7264483841,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15085.952292198217,2854.541284387265,4718.74382719324,2183.8101367724107,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15230.612782312965,2834.067086466204,4558.705336893241,2153.545874779925,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15185.015223624137,2907.537270490798,4604.302895582067,2193.801366543933,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15028.463605459167,2939.567320295253,4775.427851131899,2235.7108873976335,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15060.806579685997,2870.478078183899,4744.001298427737,2194.471918877592,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15213.15606989337,2831.809560276218,4575.804421401551,2155.1328486362518,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15210.29504660309,2889.8346888821948,4575.200924301258,2182.7149012941004,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15046.434408001234,2942.9647854524596,4756.875903233994,2233.7886373744773,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15037.717227663665,2881.7880608782843,4775.249037176256,2200.1269102247848,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15188.256226570158,2838.313917912712,4606.828642705517,2156.4292498146597,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15228.10938693397,2881.3857294780887,4549.786990855574,2173.7965552564333,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15062.371201797869,2942.763619752362,4716.307487047611,2230.055896050441,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15010.604561639377,2899.1330145756024,4772.455069119343,2213.694419109156,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15151.621717407908,2844.214778448913,4612.349523585978,2166.9792731975645,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15231.73036953573,2869.025214794304,4522.160234708815,2168.1639156536958,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15085.035870675549,2941.467218573954,4683.338663976034,2228.088942538374,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15002.87085805784,2914.0192763828372,4778.847668033561,2223.171558758206,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15127.928868285284,2843.6336330930753,4641.63030882243,2169.6614825322013,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15232.132700935925,2859.5257234007986,4516.259374172613,2161.056060916908,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15121.715083326708,2929.464331801454,4644.468980368255,2216.600145888346,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15003.854334813874,2922.7588084648623,4773.036214475181,2231.151131528751,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15100.79385051654,2849.7133075849188,4667.133649245936,2179.2727326479835,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15233.4961573477,2843.2760051817904,4516.03585672806,2157.122153892774,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15154.326278487002,2917.5955554956863,4608.370913072934,2205.9830672720755,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15011.409224439769,2930.045477157292,4766.956539983337,2232.983974574086,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15073.658832747798,2857.0670315107145,4698.470794972276,2188.1910786856506,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15217.201735639781,2840.929072013983,4529.491606890155,2157.971520182076,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15179.941377632784,2907.984305379904,4574.865648134429,2194.896602022243,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15024.552050179489,2935.4322475710214,4752.98669969877,2235.0626868084296,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15048.669582446764,2869.85222933915,4723.79532144014,2194.516622366503,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15201.488459287699,2836.615185334109,4553.720897879708,2156.697470748123,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15200.996720909683,2890.147613304569,4553.407973457333,2185.2182966730948,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15040.041809087017,2942.920081963549,4730.500844776731,2234.8168176194213,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15030.318800248957,2881.542191689276,4745.454161817332,2205.0666457494076,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15177.19211306478,2837.285737667768,4574.485668478688,2161.5030958060142,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15217.045273428594,2885.4313952244993,4534.453694159233,2175.1376599237515,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15060.471303519167,2945.691698276007,4708.1267485769695,2233.900396096754,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15016.25955298657,2894.57325870672,4761.301548636145,2214.9014133097426,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15154.460388953734,2836.279909167279,4606.67218049433,2165.638168530246,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15228.601125311987,2867.6841101269856,4520.953240508227,2168.1639156536958,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15088.500391066122,2933.4205905700437,4672.453364426299,2225.2949744814605,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15007.318855204447,2910.3982937810774,4766.509505094231,2221.2940122239606,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15125.447824650744,2851.65790935253,4633.4048668628775,2172.611912800302,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15225.87421248844,2867.1029647711475,4516.996981739639,2164.7217470075784,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15118.071748980494,2934.694640003996,4641.831474522528,2220.3328872123825,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15005.620122625844,2924.4351892990103,4772.075089463602,2230.4805791950917,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15099.430394104767,2852.574330875198,4664.004405022193,2179.764471026,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15230.501023590688,2854.0495460092484,4517.153443950826,2158.6867760046457,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15147.28547898358,2924.882224188116,4610.181404373813,2210.095788251852,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15006.268323215047,2940.3496313511887,4770.555170840642,2238.2589862655386,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15072.496542036122,2865.895970570561,4696.459137971298,2189.5321833529692,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15217.827584484528,2847.9475197729494,4528.642240600853,2158.5079620490033,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15175.515732230633,2916.9697066509375,4576.81024990204,2200.1939654581506,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
-15018.740596621108,2945.758753509373,4755.0877636775695,2241.410582233737,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
